Row,hsa-mir-33a,hsa-mir-9-1,hsa-mir-31,hsa-mir-369,hsa-mir-361,hsa-mir-381,hsa-mir-193b,hsa-mir-9-2,hsa-mir-99b,hsa-mir-574,hsa-mir-155,hsa-mir-2110,hsa-mir-1978,hsa-let-7a-1,hsa-mir-365-2,hsa-mir-193a,hsa-mir-511-2,hsa-mir-497,hsa-mir-627,hsa-mir-1271,hsa-mir-1275,hsa-mir-1180,hsa-mir-33b,hsa-mir-423,hsa-mir-24-1,hsa-mir-1249,hsa-mir-370,hsa-mir-103-1,hsa-mir-107,hsa-mir-214,hsa-mir-199a-1,hsa-mir-326,hsa-mir-10b,hsa-let-7e,hsa-mir-376c,hsa-mir-664,hsa-mir-191,hsa-mir-940,hsa-mir-301a,hsa-mir-378,hsa-mir-1977,hsa-mir-455,hsa-mir-330,hsa-mir-17,hsa-mir-376b,hsa-mir-616,hsa-mir-92b,hsa-mir-324,hsa-mir-663,hsa-mir-200c,hsa-mir-188,hsa-mir-433,hsa-mir-1287,hsa-mir-337,hsa-mir-589,hsa-mir-125a,hsa-mir-20b,hsa-mir-125b-1,hsa-mir-382,hsa-mir-219-1,hsa-mir-148a,hsa-mir-421,hsa-mir-127,hsa-mir-320a,hsa-mir-92a-2,hsa-mir-363,hsa-mir-96,hsa-mir-502,hsa-mir-1227,hsa-mir-579,hsa-mir-195,hsa-mir-27b,hsa-mir-429,hsa-mir-99a,hsa-mir-582,hsa-mir-452,hsa-mir-708,hsa-mir-1269,hsa-mir-197,hsa-mir-639,hsa-mir-432,hsa-mir-545,hsa-mir-136,hsa-mir-192,hsa-mir-301b,hsa-mir-1277,hsa-mir-451,hsa-mir-190,hsa-mir-663b,hsa-mir-132,hsa-mir-147b,hsa-mir-28,hsa-mir-196b,hsa-mir-485,hsa-mir-744,hsa-mir-199a-2,hsa-mir-939,hsa-mir-27a,hsa-mir-511-1,hsa-mir-93,hsa-mir-15b,hsa-mir-887,hsa-mir-30e,hsa-mir-1247,hsa-mir-19b-1,hsa-mir-24-2,hsa-mir-365-1,hsa-mir-374b,hsa-mir-598,hsa-mir-18a,hsa-mir-29b-1,hsa-mir-30c-1,hsa-mir-624,hsa-mir-495,hsa-mir-671,hsa-mir-493,hsa-mir-503,hsa-mir-412,hsa-mir-450b,hsa-mir-659,hsa-mir-409,hsa-mir-103-2,hsa-mir-652,hsa-mir-16-1,hsa-mir-139,hsa-mir-29b-2,hsa-mir-551b,hsa-mir-146a,hsa-mir-542,hsa-mir-769,hsa-mir-210,hsa-mir-181a-1,hsa-let-7f-1,hsa-mir-128-1,hsa-mir-505,hsa-mir-379,hsa-mir-149,hsa-mir-23a,hsa-mir-200a,hsa-mir-509-3,hsa-mir-148b,hsa-mir-675,hsa-mir-29c,hsa-mir-183,hsa-mir-338,hsa-mir-133a-1,hsa-mir-1306,hsa-mir-19a,hsa-mir-30c-2,hsa-mir-424,hsa-mir-331,hsa-mir-592,hsa-mir-625,hsa-mir-758,hsa-mir-1226,hsa-mir-889,hsa-let-7i,hsa-mir-1259,hsa-mir-766,hsa-mir-141,hsa-let-7a-2,hsa-mir-185,hsa-mir-26a-1,hsa-mir-552,hsa-let-7c,hsa-mir-642,hsa-mir-376a-1,hsa-mir-152,hsa-mir-217,hsa-mir-877,hsa-let-7f-2,hsa-mir-181a-2,hsa-mir-215,hsa-mir-194-1,hsa-mir-134,hsa-mir-182,hsa-let-7a-3,hsa-mir-339,hsa-mir-362,hsa-mir-450a-1,hsa-mir-509-2,hsa-mir-590,hsa-mir-942,hsa-let-7d,hsa-mir-142,hsa-mir-328,hsa-mir-100,hsa-mir-653,hsa-mir-628,hsa-mir-1-2,hsa-mir-18b,hsa-let-7b,hsa-mir-30b,hsa-mir-550-2,hsa-let-7g,hsa-mir-508,hsa-mir-494,hsa-mir-126,hsa-mir-1976,hsa-mir-320b-2
TCGA.AA.3667.01A,-0.426145,-0.268838,-0.508689,-0.370879,-0.546433,-0.423852,-0.250716,-0.257048,0.279857,-1.029849,-1.038092,-0.792591,-0.616776,-0.560188,0.276727,-0.912169,-0.837607,0.647237,0.178524,0.856103,0.339596,-0.813108,-0.520864,-1.097901,-0.618676,-1.083569,-0.199604,-0.210546,-0.60015,-0.905032,0.739913,-1.030788,-0.483177,-0.568936,-0.337466,0.272149,1.013662,-0.896507,-0.748298,0.772458,0.994536,0.357468,-1.03252,2.116786,-0.636905,0.092141,-0.858007,-0.864453,-0.309321,-0.447704,-0.253311,-0.624771,-0.018779,-0.359102,-0.797885,0.821551,-0.178709,0.233201,-0.347949,-0.441607,1.527443,-1.057527,-0.445403,-0.574728,1.372016,-0.770686,-1.1124,-0.880257,-0.838267,-0.085523,0.941718,-0.956428,-0.840194,1.033482,-0.657405,-0.057076,-0.406055,-0.228178,-0.94236,0.272964,0.036588,0.130005,0.284034,0.904904,-0.881678,-0.046727,-0.515771,-0.652036,-0.262928,-0.501132,-0.812925,0.325091,4.281012,-1.043013,-0.514699,0.930989,1.263765,-0.885777,-0.601296,-0.56493,-0.366927,-0.070489,0.194588,0.004168,1.169673,-1.084942,0.109495,-0.486378,-0.175169,-0.694386,0.12301,-0.941842,-0.798132,-0.434414,-0.228493,0.091425,-0.596487,-0.676735,-0.25975,1.046994,-0.650166,-0.565804,-1.369379,1.958344,-0.165041,0.058646,-0.455251,1.378486,-0.759817,-0.896115,-0.711074,-1.196806,-0.228684,-0.786397,-1.164919,-0.75016,-0.12244,2.012952,0.366098,-0.08742,-0.455837,-0.400098,-0.841056,-1.064149,1.236938,-0.343865,-0.950933,0.245351,0.576958,-0.602735,-0.986067,-0.260982,-0.908058,-0.536073,-0.0457,-0.61667,-1.27054,1.146191,-1.203035,-1.01984,-0.543562,-0.822219,2.090752,0.153744,0.287291,-0.527989,-0.785513,-0.193863,0.160384,-0.789412,-1.373505,-0.71392,-0.665413,-0.623124,-0.665711,-1.052911,-0.545094,-0.210071,0.581862,-0.877628,-0.111007,-0.71513,0.428952,-0.293437,-0.582559,-0.422956,1.408174,-0.231269,-0.135898,0.112965,-0.746112,0.340681,-0.342368,-0.621973,0.067925,-0.108131,-0.372573,-0.464895,-0.60342,-1.111053
TCGA.AA.3679.01A,1.047067,-0.26318,-0.490613,-0.358585,-0.266056,0.861722,-0.670801,-0.291737,0.785889,-0.094324,-0.058566,0.639964,1.825086,0.275778,0.07809,1.834884,-0.059448,-0.145539,0.559706,1.187902,4.066472,-0.536671,0.650269,1.474503,-0.282225,1.644934,0.212032,0.033041,0.408984,0.073859,0.313399,1.392316,-0.887427,-0.078065,0.219296,0.278748,0.126565,3.64004,0.476071,0.215596,1.699898,2.499716,1.245258,0.616752,-0.392472,0.61352,-0.72263,0.181199,0.327432,-0.336053,0.805237,0.557184,2.355692,-0.169625,1.766103,0.311863,-0.269482,-0.749476,-0.287962,-0.228801,0.954614,0.554288,-0.012922,-0.302181,-0.193117,-0.381606,0.412866,-0.508592,0.256579,0.357808,0.510669,0.359441,-0.665941,-0.588389,-0.540475,3.270435,-0.489299,-0.324556,0.595516,1.018587,-0.717231,-1.155582,-0.354167,-0.069204,0.00233,0.666983,0.306876,0.668844,-0.256743,-0.554127,3.381799,2.92664,2.803783,-0.356616,5.139177,0.267745,-0.548767,0.206181,-0.56713,0.925639,0.393367,-0.272025,-0.480304,-0.451154,1.767025,-0.191993,0.421035,-0.04958,1.565752,0.599333,0.001685,-1.352233,1.443404,-0.535368,1.79373,-0.090796,0.476547,0.721187,0.06244,-0.907333,0.439748,0.619684,3.018111,1.699932,0.297095,0.005345,0.979275,-1.027289,1.629991,0.070196,-0.4651,-0.668122,-0.911102,1.34235,0.931608,0.676919,0.165241,-0.465313,-0.701809,-0.112149,-0.365314,2.339352,0.169147,0.578956,0.947527,-0.574968,0.346653,-0.539062,-0.939673,1.055258,0.713162,3.456031,-0.307821,0.329913,-0.482074,0.833106,-1.273097,6.741257,0.040815,-0.20271,0.276992,-0.353981,-0.844233,1.100091,-0.593974,1.743281,-0.224975,0.696547,0.156793,1.808598,-0.083069,0.16851,0.263791,0.048289,0.544428,0.51115,0.415766,0.756288,0.116507,1.336915,-0.131857,2.469886,0.910455,0.256112,-0.715591,-0.365701,-0.633375,-0.10477,0.445175,-0.460799,-0.431276,0.674006,0.032176,2.593111,-0.108533,-0.103269,0.261428,0.075096,-0.255906,-0.018054
TCGA.AA.3685.01A,0.002022,-0.297574,-0.488401,-0.342112,-0.390967,0.876225,0.202044,-0.330648,0.114362,0.53414,-0.207535,-0.846917,-0.530426,0.642109,-0.094454,-0.321735,1.02866,-0.128101,0.411252,0.322433,1.541161,-1.074103,0.006194,-0.558704,-0.023954,-0.013493,1.093769,-0.558842,0.456348,0.975188,0.955003,0.534847,-1.204899,-0.030211,-0.308608,-0.968271,-0.914262,-0.637992,-0.800554,-0.750232,0.102881,0.251095,0.597885,-0.392417,-0.49177,-0.839868,-0.28442,0.579545,-0.278591,0.204553,0.33348,0.2242,0.794594,-0.160651,0.990184,0.142533,-0.30311,0.145083,0.46683,-1.204951,0.181796,0.152925,2.01148,-0.459469,0.272953,-0.498377,-1.085729,-0.703736,-0.612853,-1.138896,0.559704,0.63668,-0.674694,-0.458444,-0.757007,0.134731,-0.216823,-0.403939,-0.851883,4.754657,0.199647,-0.439199,-0.507975,-0.113252,0.509079,-0.740868,1.133822,-1.385863,-0.357147,0.775681,-0.57389,-0.148812,3.028704,1.11054,0.319715,1.070053,-0.097504,1.106909,0.038289,-0.594126,0.491152,0.847452,-1.024384,2.466062,-0.211315,0.458701,-0.635027,-0.129893,-0.113656,0.32986,-0.42431,1.392016,2.259881,-0.203465,0.785465,0.095176,-0.071495,-0.395296,-1.026881,-0.420768,1.368949,2.482523,0.458117,0.540899,-0.293579,-0.539494,0.337002,-0.670517,-0.776287,1.369943,-0.741102,0.114492,0.024563,0.413135,-0.230824,1.102518,0.974436,0.358765,-0.37728,-0.125605,-1.002741,-0.367982,0.347404,-1.100085,-0.746921,0.011484,0.081567,-0.909719,-0.77244,0.288256,0.569508,0.679004,-0.438656,0.916541,-0.345348,0.516767,-0.604728,-0.025574,1.1244,-0.252954,0.723752,-0.159621,1.51584,0.354375,0.001844,-0.723776,1.053179,0.070477,-0.492773,-0.789412,-0.201085,-0.246869,-0.225227,-0.005892,1.431791,-1.255961,0.74023,1.654223,0.026443,-0.504783,-0.126666,-1.007976,-0.792722,-0.031521,-0.350057,-0.773563,-0.292586,-0.269771,-0.248126,-0.604618,0.836527,1.976293,-0.127029,3.177443,0.837339,-0.113708,-0.93299,0.809904,-0.182859,0.252283
TCGA.AA.3715.01A,0.100972,-0.261279,3.599362,-0.890769,-0.440922,-0.362492,0.707591,-0.262428,0.383028,1.365984,1.017622,-0.866632,-0.631359,0.931328,-0.442805,1.155305,3.482593,0.652017,-0.339634,-0.314992,-0.607479,0.864565,0.347608,0.465052,-0.313368,-0.089747,1.02201,0.473381,1.650439,3.200375,1.590047,-0.140484,0.596706,-0.079886,-0.731337,-0.530408,-0.055651,1.108716,1.563326,-0.94065,-0.68292,3.281041,0.929972,-0.601041,-0.852967,0.847947,0.812859,1.934963,0.213142,1.124128,-0.444986,-0.42458,1.475187,-0.043882,1.182843,-0.092054,-0.217286,2.471452,0.410168,0.217249,-1.106149,-0.725935,0.895094,-0.262506,-0.570573,-0.291951,-0.114746,-1.054812,0.910207,-0.593741,-0.1659,-0.434736,-0.092872,0.637209,5.583787,-0.877242,1.111039,-0.424728,0.992005,-0.972903,-0.028978,-0.490249,0.221557,-1.208259,0.923071,-1.239269,-0.270914,-1.618192,1.32512,4.469547,-0.616282,0.113868,-0.165898,0.207043,0.690661,1.628488,-0.186203,1.134372,3.053002,-0.415277,0.17153,1.533333,0.427769,1.276618,-0.63486,1.816752,-0.462031,-0.662306,2.054405,-0.52393,-0.262249,1.19646,0.076721,0.15642,0.412374,-0.54124,0.162477,0.279434,-0.886408,1.976488,0.103815,0.034301,-0.104252,1.504319,-0.110201,-0.334054,1.466957,-0.248292,-0.464195,0.226209,1.503218,1.350998,0.33183,-0.426334,1.193918,0.359678,-0.039962,1.778967,0.12899,-0.119807,0.552444,0.281253,-0.255188,0.3226,-0.541637,-0.386257,0.525788,-0.760437,0.038199,0.288994,3.566822,-0.694508,1.167141,0.283088,-0.197096,-0.849931,3.385387,-0.806501,0.487439,3.162647,1.006962,0.031253,-0.11972,-1.196053,1.262815,1.187771,-0.690573,1.228161,-0.754536,0.682597,0.393545,0.023944,-0.802795,-1.794288,1.292394,0.018526,0.990061,0.418908,-0.785077,-0.29567,-0.134336,-0.551317,-0.435834,0.473295,0.879498,2.025296,2.470932,-0.324209,1.325591,-0.741575,-1.024408,1.520777,-0.173182,-0.142117,0.610037,-0.113889,0.807215,1.035993,1.63373,0.529566
TCGA.AA.3811.01A,1.064174,1.342719,5.176275,-0.50867,1.721666,-0.834789,-0.378418,1.369081,1.857658,2.126221,0.381502,-0.334112,-0.562734,0.474485,0.024516,-1.186037,0.357079,0.184932,4.536701,-0.198834,3.492204,1.33028,2.948618,0.185406,-0.081552,0.103934,-0.959409,0.712948,0.675062,-0.564533,-0.767586,0.414512,-0.022148,1.482022,-0.298776,0.822129,0.825129,0.826543,2.786701,-0.174423,-0.352319,-1.047409,0.973631,1.434455,0.063226,-0.027963,3.45907,0.306971,-0.015595,0.456631,1.015568,-0.987044,0.824453,-0.382092,2.015267,2.683339,-0.249595,-0.49757,-0.802536,2.355627,0.307091,1.272027,-1.058152,2.47092,0.449352,-0.35749,1.06722,2.113363,0.427001,1.838923,-0.245933,-0.044688,0.730846,-0.889749,-0.42701,-1.198888,-0.364652,2.547033,1.647203,0.67803,-0.312065,1.342982,-0.257413,-0.28179,3.178258,3.185488,0.218532,2.443743,0.167231,0.178209,-0.154946,-0.489175,-0.354898,-0.95766,0.818462,-0.749267,0.236417,0.522866,0.579364,0.652923,2.27744,-0.567825,1.296771,-0.60542,0.672809,0.512678,0.017904,1.221949,-0.26264,4.065536,1.985425,-0.047062,1.870111,0.042133,0.411894,-0.601505,-0.153989,-0.136974,1.692097,-1.124555,-0.469327,1.466963,2.943923,0.036066,-0.477399,2.032209,-0.14512,-0.811494,0.373751,3.426795,-0.080341,0.472386,0.476256,1.790811,2.522008,-0.861144,-0.387512,-0.267325,-0.519963,-0.131001,0.379214,-0.34428,1.281308,-0.534239,0.532357,0.114022,0.913229,2.546215,1.202405,-0.1312,0.639627,-0.664407,0.23459,-0.544165,0.891789,-0.231672,0.142485,0.054129,0.032352,1.248657,0.523048,0.659334,-0.327535,-1.192312,-0.925213,-0.670292,-0.137723,-1.144542,-0.39811,0.359246,0.69049,-1.000897,4.456241,0.493949,-1.225161,-0.399571,0.528721,1.187242,1.495252,1.746211,-0.136445,1.841431,1.32841,0.872644,-0.041023,-0.148145,-0.535289,-0.244801,0.737501,-0.214584,4.285976,0.284343,0.916843,2.692873,1.331467,-0.113563,-0.635941,1.307217,-1.255307,3.254225
TCGA.AA.3818.01A,0.401548,-0.132659,-0.50464,-0.542397,-0.345307,-0.962073,-0.635658,-0.156911,-0.20612,-0.77671,0.478934,-0.998452,-0.5159,-0.298426,-0.391287,0.016924,0.883568,1.203214,0.775334,-1.081829,-0.61393,-0.493752,0.275051,-1.123588,1.639715,-0.841596,-1.103247,-1.145564,-0.558274,1.491161,0.601981,-0.118025,0.153878,-0.355207,-0.068652,-0.270661,-1.13975,-0.796417,-0.196238,-0.939775,-0.352696,-0.720529,-0.326834,-1.143047,-0.362909,-0.7651,-1.108062,0.031932,-0.320481,-1.208394,0.192657,-0.713149,-0.927962,-0.021126,-0.316337,-0.318696,-0.170076,2.813405,-0.396339,-0.281556,-0.266148,-0.269469,-0.387614,-0.52908,-0.92658,0.459977,-0.008076,0.711904,-0.666424,-0.87343,1.223076,1.836376,-0.06258,3.056908,-0.313861,-0.643933,0.461036,-0.432028,-0.266104,0.910958,-0.414408,0.140365,-0.021241,-1.080351,-1.05347,0.789364,-0.168557,-0.740709,-0.321531,-0.858958,-0.092617,-0.198318,-0.118263,-0.190805,-0.486951,0.516376,-1.342214,1.657607,1.763683,-0.817758,-0.704208,1.455831,-0.448355,-0.277427,-0.77285,0.186167,-0.013641,0.012662,-0.61935,-0.770309,-0.095709,-0.111137,0.671427,-0.342641,-0.411173,-0.450211,-0.658585,0.190798,-0.709127,-1.155891,-0.264721,-0.060369,-0.650556,-0.661392,0.264879,-0.003593,0.111838,-0.837572,-0.429555,0.181382,-0.307128,-1.011552,-1.06447,-0.276906,1.12741,-0.254754,0.363888,-0.528112,-1.227776,-0.133683,-0.168257,-0.424216,1.949506,-0.529079,-0.470296,2.072613,-0.831584,-0.868443,-1.265895,-0.256987,0.685827,0.194103,-0.442001,-0.259828,-0.381361,-0.198833,-0.33017,-0.737412,-0.431329,0.039476,-0.265494,-0.682076,-0.650325,-0.246956,1.935358,-0.606414,-0.048065,0.408841,0.010045,-0.482211,-0.044073,0.544313,-0.693393,-1.322798,-0.480377,-0.491289,-0.259767,1.646803,-0.014455,-0.675867,-0.134509,-0.005494,-0.911756,-0.698558,-0.106773,-0.847432,1.488423,-0.08159,-0.223495,2.815096,0.02761,-0.594437,-0.089731,0.624701,-0.27506,-0.114718,-0.50929,1.224074,-1.378745,-0.060681
TCGA.AA.3821.01A,2.099305,-0.382473,-0.434651,0.996794,-0.241593,0.415806,0.439463,-0.378618,-0.482044,2.645938,-0.234264,-0.825569,-0.531944,-0.902634,0.034735,-0.977509,0.721643,0.308018,1.601658,-0.891282,0.005536,2.183802,1.430378,0.536238,1.941865,0.261189,0.118629,-0.321163,-0.442587,3.667969,1.091367,0.629408,-0.455677,-0.344797,1.385488,-0.4602,0.296352,1.875693,1.514091,0.154042,-0.536792,1.78621,2.108274,-0.475005,1.87052,-0.678491,0.349593,6.243311,-0.217772,0.41198,0.752387,-0.334689,1.000508,2.361207,-0.110588,-0.358884,-0.121132,0.55021,1.052761,5.942837,-0.518241,-0.033964,0.923576,1.043912,-0.813269,-0.404595,1.205973,0.631788,0.638992,1.39022,-0.524929,0.871534,3.32863,-0.029619,0.954807,-0.60583,1.680676,-0.438956,0.100317,-0.22508,0.113646,0.644967,1.986559,0.3834,0.781733,3.413526,1.361327,1.762399,-0.244039,-0.598602,2.462386,-0.161053,-0.498693,0.116855,-0.121736,1.03391,-0.224914,1.081542,0.700502,0.55729,0.099569,1.51589,0.251529,-0.579081,-0.18241,1.80124,-0.311384,0.092646,-0.267548,1.076281,2.744548,1.111112,0.033508,0.113711,2.946355,-0.042278,0.160933,0.102288,0.338638,1.128444,0.581751,1.744555,-0.467043,0.559695,-0.532539,2.971148,1.38499,0.37449,0.732988,0.871349,0.437701,0.140772,0.034789,-0.270475,2.247507,-0.125894,0.465189,0.545368,0.235758,-0.129762,0.022752,-0.22854,0.141471,-0.301773,1.828169,-0.299552,0.754377,0.103388,-0.137112,2.377533,0.833152,-0.664759,0.023148,0.566969,0.157688,-0.274321,0.413921,-0.395678,2.191567,4.28171,-0.959012,-0.356728,0.773211,-0.015454,-0.588721,2.530151,1.414574,3.031998,0.173902,0.104867,-0.821999,0.151203,0.108517,-0.827835,1.831556,-0.143573,-0.878468,3.425574,-0.30611,1.064251,-0.130702,0.83459,-0.261967,0.040548,0.216291,0.487413,-0.586048,0.347671,0.593554,-0.713579,0.31195,-0.928714,1.062114,-0.487215,1.610253,-0.115035,1.421713,1.93549,0.020609,1.462549
TCGA.AA.3846.01A,3.838418,-0.256404,-0.522246,0.882339,-0.45159,-0.488119,-0.544254,-0.250507,-0.849425,-0.746872,-0.389391,-0.758746,0.07783,-0.981746,-0.773233,-1.091727,-0.020549,-0.480282,1.222622,-0.500995,4.7621,-0.167962,3.997944,-0.4191,-0.023102,1.033105,-0.893834,-1.333839,-1.023165,0.404722,-0.028312,0.356775,-1.159302,-0.41697,0.260535,-0.510201,-0.264764,1.546674,-0.296639,-0.533139,2.496546,-0.485039,-0.603543,-0.252145,2.004912,-0.944382,-0.381274,-0.18246,0.552576,-0.744342,0.232422,1.408868,-0.637475,0.179747,-0.645468,0.425367,-0.266677,-0.17147,-0.837495,0.141293,-0.292649,3.643667,-0.259467,-0.561148,-0.311554,-0.699083,-0.609071,1.444978,-1.173841,1.183281,-0.563532,1.722726,0.039638,-0.680628,-0.045181,0.416794,0.119989,-0.340828,-0.873487,0.400365,0.345743,0.733816,0.745167,0.035062,-0.973523,0.075221,2.008269,-0.961632,0.16212,-0.730136,1.380791,-0.71529,-0.300816,-0.688025,0.762451,-0.013865,-0.521511,2.615086,1.364064,-1.107987,-0.500901,-0.232005,-0.770108,-0.379603,-0.727214,0.108081,-0.688214,0.761825,-0.509952,1.884662,0.603756,-0.447519,-0.297573,-0.666228,-1.277146,-0.443733,-0.765554,-0.90574,-0.434591,0.006963,0.116975,3.163226,-0.2057,-0.263921,-0.85014,0.636346,0.177734,-0.217441,-0.383188,1.604728,-0.794389,-0.815153,-0.751757,-0.316473,0.001618,0.010731,0.003593,0.296692,-0.53738,-0.11118,-1.164549,-0.438095,0.391357,-1.127799,-0.804229,-0.665782,-0.386399,0.32591,-0.741012,0.303935,0.512652,-0.411688,-0.862109,0.610957,-0.225155,-0.251856,-1.270092,-0.133312,0.726985,0.313233,-1.005421,-0.72467,0.983448,0.347024,-0.859543,-0.329725,2.072689,-0.325719,-0.71553,0.10634,-0.710775,-0.554445,0.791812,0.316064,-0.363465,-0.959625,-1.063412,0.122387,0.399977,0.015492,-0.112662,-1.115459,-0.422656,-0.953078,0.257766,-0.450533,-0.61854,-0.322197,-0.657035,-0.654894,3.576891,-0.789772,0.758117,-0.246612,-0.289827,-0.1073,0.302459,0.161197,-0.750754,-0.248048
TCGA.AA.3848.01A,1.626722,-0.401968,-0.538891,-0.046425,0.788273,-0.233314,0.180784,-0.419894,-0.86528,0.433434,-0.674766,-0.006101,0.379744,0.218872,-0.261723,0.801996,-0.394559,0.383836,0.042254,0.24996,0.399782,-0.852185,1.210032,-0.169797,-0.07744,1.797972,0.311453,-1.132189,-0.691719,0.101607,-0.124731,0.4396,-0.795426,-0.650827,-0.800084,-1.363683,0.426696,1.606105,0.224185,0.316757,1.48757,-0.627232,-0.307538,-0.178256,-0.852967,-0.423763,0.346853,0.483393,4.793362,-0.483961,0.757112,-0.171623,-0.417286,-0.309953,0.845787,-0.795577,-0.286466,-0.304254,-0.509603,0.513218,-0.846896,1.781968,0.028075,-0.813041,-0.293033,-0.579994,-0.162187,0.995193,-0.418516,-1.138896,0.387278,0.60448,0.011373,-0.15046,-0.184045,0.252763,-0.319653,-0.433063,-0.306231,2.532413,-0.274519,0.773522,-0.373521,1.749394,1.89049,1.444958,0.279023,-0.067592,7.807626,-0.701221,-0.167567,-0.703662,-0.542138,-0.318117,0.573944,-0.049979,-1.342214,0.767882,0.635372,-0.625535,1.008633,1.023665,-0.934559,-0.563992,0.108808,-0.067396,-0.18632,0.710122,0.811481,0.437595,0.206673,-1.352233,-0.27832,-0.502636,-0.507227,-0.190635,0.048295,0.640621,-0.19813,1.851163,-0.368703,0.961164,-0.371896,0.887782,0.203666,0.252882,1.384921,-0.740939,0.489889,1.054513,-0.129699,-0.385881,0.300385,-0.116234,0.892164,-0.139503,-0.239323,-0.096863,-0.257494,-0.120496,0.012745,0.605379,0.132846,-0.59446,-0.83705,-0.365779,1.067196,-0.333082,-0.125922,0.94313,0.785741,0.11219,-0.408385,-0.497497,-0.722476,-0.625187,-0.963624,0.020975,2.062739,0.809228,0.282985,-0.250401,1.235674,0.164006,-0.244893,-0.609816,-0.183899,0.496358,-0.556899,-0.789412,0.238748,0.557957,0.239798,1.32293,0.019211,-0.642449,0.25458,0.251874,-0.084704,1.470049,-0.083148,0.275735,-0.114709,-0.007585,3.687938,0.055196,-0.950275,-0.348511,-1.046002,-0.522747,1.16799,-0.161723,0.135022,0.275348,-0.013599,-0.101398,1.589833,0.50824,-1.569389,-0.504557
TCGA.AA.3855.01A,-0.443313,-0.164645,-0.426148,0.016325,-0.024712,0.038997,-0.28975,-0.158699,-0.490894,-0.625436,-0.237401,-0.711733,-0.714717,-0.856831,-0.198673,-1.0445,-0.442564,0.268098,-0.576303,-0.443624,0.532296,-0.307507,-0.379138,-0.851751,-0.208499,-0.605681,-0.431599,-0.270594,-0.593824,-0.819275,-0.692477,-0.192403,-0.98805,-0.291909,-0.100099,-0.226573,0.484537,-0.770562,-0.670543,0.267736,-0.397725,-0.715765,-0.494971,-0.090956,-0.315273,-0.119035,0.052718,-0.66241,-0.263991,0.193898,0.012899,0.816065,-0.156068,-0.619226,-0.004257,0.32867,-0.212874,-0.536526,-0.47357,-0.673046,1.168407,-0.934471,-0.262867,0.112293,-0.204287,-0.67021,0.265936,0.43571,-0.505752,0.084436,-0.424503,-0.29965,-0.367084,-0.740395,-0.465554,-0.166208,-0.516344,-0.27019,-0.762106,0.422308,-0.30155,-0.089143,-0.124519,-0.006175,-0.308597,0.244614,0.131688,1.408867,-0.146121,0.216394,0.115307,-0.769654,-0.495693,-0.321692,-0.762826,-0.678367,-0.971629,-0.197148,-0.085616,0.143867,0.426096,0.331375,-0.122279,3.773197,0.100728,-0.002013,-0.288969,0.173105,-0.411103,-0.429388,0.464281,0.077589,-0.593189,0.039455,-0.514668,-0.476467,-0.59857,0.462024,0.077426,0.035243,0.03807,-0.248656,-0.819725,-0.727539,-0.40111,0.436459,0.261636,-0.117523,-0.553674,-0.0925,-0.765524,0.288502,-0.293082,-0.518843,-0.919264,-0.594347,-0.44931,0.718408,0.124814,-0.12718,-0.518727,-0.333476,0.752032,-0.58851,2.472472,-0.049286,-0.276993,0.542317,-0.387762,-0.759056,-0.104502,-0.198571,0.659718,-0.310966,-0.385631,-0.046049,0.031805,0.777371,-0.398322,0.735822,-0.83161,-0.769694,-0.292421,-0.027097,-0.821576,-0.171257,-0.358737,-1.118172,-0.745435,-0.654587,-0.597374,-0.987838,2.211573,0.528567,-0.891125,-0.253328,-0.873263,0.237291,0.540021,-0.086476,-0.128195,-0.259621,-0.195212,-0.746547,-0.141345,-0.896915,-0.43691,0.228181,-0.570043,-0.511442,-0.539611,-1.102126,-0.570256,-0.400835,0.137004,-0.113727,-0.514593,0.358662,-1.043405,0.165364
